"ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0051495","positive regulation of cytoskeleton organization","6/84","201/28928",0.0298507462686567,10.2800284292822,7.12468709503697,2.70523969426727e-05,0.000543389011665801,0.000335416864926863,"Nckap1/Nrp1/Pak1/Prkce/Prox1/Ptk2b",6
"GO:0097553","calcium ion transmembrane import into cytosol","6/84","202/28928",0.0297029702970297,10.2291371994342,7.10334333103426,2.78163421943346e-05,0.000553412750894905,0.000341604202386565,"Grin2b/Ppp3ca/Ppp3r1/Prkce/Ptk2b/Slc8a2",6
"GO:0051650","establishment of vesicle localization","6/84","203/28928",0.0295566502463054,10.1787473610134,7.08214825723314,2.85975499226421e-05,0.000563587564041503,0.000347884793001356,"Kif5a/Lin7a/Lrrk2/Ppfia2/Rasgrp1/Snap25",6
"GO:0048172","regulation of short-term neuronal synaptic plasticity","3/84","21/28928",0.142857142857143,49.1972789115646,11.9232391079107,3.0247736499265e-05,0.000590537584551071,0.000364520188997537,"Atp1a3/Shisa6/Slc8a2",3
"GO:0032271","regulation of protein polymerization","6/84","211/28928",0.028436018957346,9.79282329045362,6.9177304576221,3.55041279566853e-05,0.00068674188242144,0.000423904061861009,"Nckap1/Pak1/Prkce/Ptk2b/Tmsb10/Tmsb4x",6
"GO:0071805","potassium ion transmembrane transport","6/84","212/28928",0.0283018867924528,9.7466307277628,6.89779601475602,3.64541267910142e-05,0.000698648356572741,0.000431253552090704,"Atp1a3/Hcn1/Kcnb1/Kcnma1/Nr3c2/Snap25",6
"GO:1903533","regulation of protein targeting","4/84","64/28928",0.0625,21.5238095238095,8.8701977474651,3.68037619442525e-05,0.00069893689728676,0.000431431659155113,"Hpca/Kcnb1/Lrrk2/Pak1",4
"GO:0050775","positive regulation of dendrite morphogenesis","4/84","65/28928",0.0615384615384615,21.192673992674,8.79515251231513,3.91306876510167e-05,0.000736432491017783,0.000454576504243674,"Cux2/Itpka/Numb/Stau2",4
"GO:0060041","retina development in camera-type eye","6/84","217/28928",0.0276497695852535,9.52205398288348,6.80007316701738,4.15151594913469e-05,0.000774331858726997,0.00047797058624906,"Hcn1/Hpca/Nfib/Nrp1/Ntrk2/Prox1",6
"GO:0010770","positive regulation of cell morphogenesis","4/84","67/28928",0.0597014925373134,20.5600568585643,8.64998639149418,4.41049834609193e-05,0.000815356729644782,0.000503293942614123,"Cux2/Itpka/Numb/Stau2",4
"GO:0009306","protein secretion","8/84","443/28928",0.018058690744921,6.21906911748898,5.97379612692178,4.47863438894051e-05,0.000820690108640064,0.000506586068924481,"Cplx1/Kcnb1/Nnat/Olfm2/Ppp3ca/Prkce/Snap25/Vsnl1",8
"GO:0060999","positive regulation of dendritic spine development","4/84","68/28928",0.0588235294117647,20.2577030812325,8.5797449297255,4.67582815176735e-05,0.000845700899492142,0.000522024439735897,"Cux2/Itpka/Shank1/Stau2",4
"GO:0035592","establishment of protein localization to extracellular region","8/84","446/28928",0.0179372197309417,6.17723681400811,5.94625892604386,4.69608924562415e-05,0.000845700899492142,0.000522024439735897,"Cplx1/Kcnb1/Nnat/Olfm2/Ppp3ca/Prkce/Snap25/Vsnl1",8
"GO:0051648","vesicle localization","6/84","225/28928",0.0266666666666667,9.18349206349206,6.65012603889171,5.07720105903684e-05,0.000906519060882731,0.000559565568809728,"Kif5a/Lin7a/Lrrk2/Ppfia2/Rasgrp1/Snap25",6
"GO:0071692","protein localization to extracellular region","8/84","452/28928",0.0176991150442478,6.0952380952381,5.8919330811111,5.15752041815724e-05,0.000910856624357488,0.000562243009668652,"Cplx1/Kcnb1/Nnat/Olfm2/Ppp3ca/Prkce/Snap25/Vsnl1",8
"GO:0030072","peptide hormone secretion","7/84","332/28928",0.0210843373493976,7.26104417670683,6.19194033868946,5.23230229405929e-05,0.000910856624357488,0.000562243009668652,"Cplx1/Kcnb1/Nnat/Ppp3ca/Prkce/Snap25/Vsnl1",7
"GO:0050769","positive regulation of neurogenesis","7/84","332/28928",0.0210843373493976,7.26104417670683,6.19194033868946,5.23230229405929e-05,0.000910856624357488,0.000562243009668652,"Cux2/Itpka/Nrp1/Ntrk2/Numb/Pak1/Stau2",7
"GO:0050796","regulation of insulin secretion","6/84","232/28928",0.0258620689655172,8.9064039408867,6.52493075021076,6.01647847000182e-05,0.00103871268792015,0.000641164517246823,"Kcnb1/Nnat/Ppp3ca/Prkce/Snap25/Vsnl1",6
"GO:1904062","regulation of monoatomic cation transmembrane transport","7/84","340/28928",0.0205882352941176,7.09019607843137,6.09596471431796,6.0765334962646e-05,0.00104048184210629,0.000642256560217786,"Grin2b/Hpca/Nr3c2/Ppp3ca/Ppp3r1/Prkce/Ptk2b",7
"GO:0099084","postsynaptic specialization organization","4/84","73/28928",0.0547945205479452,18.870189171559,8.24980414043016,6.18073247535307e-05,0.00104272773561921,0.000643642879309431,"Cnksr2/Dgkz/Ptk2b/Shank1",4
"GO:0002790","peptide secretion","7/84","341/28928",0.0205278592375367,7.069403714565,6.08418655690703,6.18948009654293e-05,0.00104272773561921,0.000643642879309431,"Cplx1/Kcnb1/Nnat/Ppp3ca/Prkce/Snap25/Vsnl1",7
"GO:0031630","regulation of synaptic vesicle fusion to presynaptic active zone membrane","3/84","27/28928",0.111111111111111,38.2645502645503,10.4540585636465,6.56903126598701e-05,0.00108910367576562,0.000672269281606857,"Cplx1/Cplx2/Syt5",3
"GO:1901632","regulation of synaptic vesicle membrane organization","3/84","27/28928",0.111111111111111,38.2645502645503,10.4540585636465,6.56903126598701e-05,0.00108910367576562,0.000672269281606857,"Cplx1/Cplx2/Syt5",3
"GO:0050885","neuromuscular process controlling balance","4/84","75/28928",0.0533333333333333,18.3669841269841,8.12686692846852,6.87165365034439e-05,0.00113030586421806,0.000697702090482542,"Atp1a3/Kcnma1/Rbfox1/Shank1",4
"GO:0030833","regulation of actin filament polymerization","5/84","148/28928",0.0337837837837838,11.6344916344916,6.99948027873121,7.30535980460399e-05,0.00119225754936076,0.00073594290794736,"Nckap1/Prkce/Ptk2b/Tmsb10/Tmsb4x",5
"GO:0015833","peptide transport","7/84","351/28928",0.0199430199430199,6.86799620132954,5.96895991322299,7.41650619112991e-05,0.0012010140645946,0.000741348028081121,"Cplx1/Kcnb1/Nnat/Ppp3ca/Prkce/Snap25/Vsnl1",7
"GO:0070588","calcium ion transmembrane transport","7/84","361/28928",0.0193905817174515,6.67774699907664,5.85815579494497,8.83556568294171e-05,0.00141980743935886,0.000876402264097457,"Grin2b/Hpca/Ppp3ca/Ppp3r1/Prkce/Ptk2b/Slc8a2",7
"GO:0032253","dense core granule localization","3/84","30/28928",0.1,34.4380952380952,9.8885328762889,9.06087239726087e-05,0.00144489789602122,0.000891889810095987,"Kif5a/Ppfia2/Snap25",3
"GO:0071902","positive regulation of protein serine/threonine kinase activity","5/84","156/28928",0.032051282051282,11.037851037851,6.78393404864088,9.36739086700484e-05,0.00148246056978584,0.000915076061569452,"Lrrk2/Pak1/Prox1/Rasgrp1/Slc8a2",5
"GO:0001763","morphogenesis of a branching structure","6/84","252/28928",0.0238095238095238,8.19954648526077,6.19454941981973,9.48592576970902e-05,0.00148993225059565,0.00091968809401611,"Epha7/Lrrk2/Nrp1/Pak1/Ppp3r1/Prox1",6
"GO:0008277","regulation of G protein-coupled receptor signaling pathway","5/84","157/28928",0.0318471337579618,10.9675462541705,6.75809363521613,9.65363369677655e-05,0.00150495826810196,0.000928963179776219,"Aplp1/Kctd12/Lrrk2/Ppp3ca/Rgs6",5
"GO:0060004","reflex","3/84","31/28928",0.0967741935483871,33.3271889400922,9.71820389959321,0.000100106757381957,0.00154905937904376,0.000956185401893934,"Kcnma1/Satb1/Shank1",3
"GO:1904951","positive regulation of establishment of protein localization","7/84","372/28928",0.0188172043010753,6.48028673835126,5.74102797111625,0.000106448236427301,0.00163507621982818,0.00100928087943842,"Hpca/Kcnb1/Nnat/Pak1/Prkce/Snap25/Vsnl1",7
"GO:0061003","positive regulation of dendritic spine morphogenesis","3/84","32/28928",0.09375,32.2857142857143,9.55577239787984,0.000110231367921932,0.00168082720867822,0.00103752151905007,"Cux2/Itpka/Stau2",3
"GO:0071277","cellular response to calcium ion","4/84","85/28928",0.0470588235294118,16.206162464986,7.57656705979986,0.0001119774565264,0.00169507903393949,0.00104631872040305,"Hpca/Itpka/Kcnb1/Neurod2",4
"GO:0090314","positive regulation of protein targeting to membrane","3/84","33/28928",0.0909090909090909,31.3073593073593,9.40063770771573,0.000121000679576026,0.00181849222758503,0.00112249778478328,"Hpca/Kcnb1/Pak1",3
"GO:0001101","response to acid chemical","6/84","264/28928",0.0227272727272727,7.82683982683983,6.01335546222504,0.000122319678690004,0.001825184348453,0.0011266286195132,"Atp1a3/Gria1/Hpca/Kcnb1/Ntrk2/Sst",6
"GO:0008064","regulation of actin polymerization or depolymerization","5/84","168/28928",0.0297619047619048,10.249433106576,6.48841938652157,0.000132667417099673,0.00193936534178984,0.00119710893839538,"Nckap1/Prkce/Ptk2b/Tmsb10/Tmsb4x",5
"GO:0045471","response to ethanol","5/84","168/28928",0.0297619047619048,10.249433106576,6.48841938652157,0.000132667417099673,0.00193936534178984,0.00119710893839538,"Arc/Gria1/Grin2b/Prkce/Ptk2b",5
"GO:0071900","regulation of protein serine/threonine kinase activity","6/84","268/28928",0.0223880597014925,7.71002132196162,5.95548042580535,0.000132756938188582,0.00193936534178984,0.00119710893839538,"Dusp1/Lrrk2/Pak1/Prox1/Rasgrp1/Slc8a2",6
"GO:0030832","regulation of actin filament length","5/84","171/28928",0.0292397660818713,10.0696184906711,6.41917008249624,0.000144115294086257,0.00208244580102302,0.00128542798430536,"Nckap1/Prkce/Ptk2b/Tmsb10/Tmsb4x",5
"GO:0055075","potassium ion homeostasis","3/84","35/28928",0.0857142857142857,29.5183673469388,9.11015905993491,0.000144545065173929,0.00208244580102302,0.00128542798430536,"Atp1a3/Kcnma1/Nr3c2",3
"GO:0090276","regulation of peptide hormone secretion","6/84","276/28928",0.0217391304347826,7.48654244306418,5.84324278243712,0.000155748145273796,0.00222847859915726,0.00137556941572026,"Kcnb1/Nnat/Ppp3ca/Prkce/Snap25/Vsnl1",6
"GO:0051962","positive regulation of nervous system development","7/84","397/28928",0.017632241813602,6.07220822837951,5.4915814345009,0.000158930589129053,0.00225854422238498,0.00139412797481625,"Cux2/Itpka/Nrp1/Ntrk2/Numb/Pak1/Stau2",7
"GO:0030041","actin filament polymerization","5/84","176/28928",0.0284090909090909,9.78354978354978,6.30748125531638,0.000164858434080816,0.00232695451888396,0.00143635548896871,"Nckap1/Prkce/Ptk2b/Tmsb10/Tmsb4x",5
"GO:0002791","regulation of peptide secretion","6/84","281/28928",0.0213523131672598,7.35332994407728,5.77535378418928,0.000171647040336021,0.00239047111507966,0.00147556227657281,"Kcnb1/Nnat/Ppp3ca/Prkce/Snap25/Vsnl1",6
"GO:0090087","regulation of peptide transport","6/84","281/28928",0.0213523131672598,7.35332994407728,5.77535378418928,0.000171647040336021,0.00239047111507966,0.00147556227657281,"Kcnb1/Nnat/Ppp3ca/Prkce/Snap25/Vsnl1",6
"GO:0050770","regulation of axonogenesis","5/84","178/28928",0.0280898876404494,9.67362225789192,6.26404946349105,0.000173765602810963,0.00240394929981524,0.00148388193407759,"Epha7/Lrrc4c/Nrp1/Ntrk2/Pak1",5
"GO:0022604","regulation of cell morphogenesis","6/84","284/28928",0.0211267605633803,7.27565392354125,5.73541596520338,0.000181785616806703,0.00249835627308686,0.00154215637526462,"Arc/Cux2/Itpka/Numb/Ptk2b/Stau2",6
"GO:0042886","amide transport","7/84","407/28928",0.0171990171990172,5.92301392301392,5.39770930365964,0.00018506224027282,0.00252676483614328,0.00155969208348266,"Cplx1/Kcnb1/Nnat/Ppp3ca/Prkce/Snap25/Vsnl1",7
"GO:0032273","positive regulation of protein polymerization","4/84","97/28928",0.0412371134020619,14.2012763868434,7.02806120827817,0.000186619302327481,0.00253147871793577,0.00156260181374685,"Nckap1/Pak1/Prkce/Ptk2b",4
"GO:0046879","hormone secretion","7/84","415/28928",0.0168674698795181,5.80883534136546,5.32483427074711,0.000208382486766853,0.00280845816036101,0.00173357247055616,"Cplx1/Kcnb1/Nnat/Ppp3ca/Prkce/Snap25/Vsnl1",7
"GO:0098703","calcium ion import across plasma membrane","3/84","40/28928",0.075,25.8285714285714,8.47981909774177,0.000215924953405811,0.00287303966665439,0.00177343659351068,"Ppp3ca/Ppp3r1/Slc8a2",3
"GO:1902656","calcium ion import into cytosol","3/84","40/28928",0.075,25.8285714285714,8.47981909774177,0.000215924953405811,0.00287303966665439,0.00177343659351068,"Ppp3ca/Ppp3r1/Slc8a2",3
"GO:0043954","cellular component maintenance","4/84","102/28928",0.0392156862745098,13.5051353874883,6.82747140855693,0.00022638052366148,0.0029846755416531,0.00184234589127261,"Dgkz/Grin2b/Itpka/Shank1",4
"GO:0045860","positive regulation of protein kinase activity","6/84","296/28928",0.0202702702702703,6.98069498069498,5.58129867665021,0.000227172528062634,0.0029846755416531,0.00184234589127261,"Lrrk2/Pak1/Prox1/Ptk2b/Rasgrp1/Slc8a2",6
"GO:0051258","protein polymerization","6/84","297/28928",0.0202020202020202,6.95719095719096,5.56884442284834,0.000231323965026274,0.0030165215332101,0.00186200341547574,"Nckap1/Pak1/Prkce/Ptk2b/Tmsb10/Tmsb4x",6
"GO:0090313","regulation of protein targeting to membrane","3/84","41/28928",0.0731707317073171,25.198606271777,8.36747952585647,0.000232484426446542,0.0030165215332101,0.00186200341547574,"Hpca/Kcnb1/Pak1",3
"GO:0009914","hormone transport","7/84","425/28928",0.0164705882352941,5.6721568627451,5.23636837562026,0.000240815637897762,0.00310533251585448,0.00191682362849096,"Cplx1/Kcnb1/Nnat/Ppp3ca/Prkce/Snap25/Vsnl1",7
"GO:0071333","cellular response to glucose stimulus","5/84","192/28928",0.0260416666666667,8.96825396825397,5.9781144039331,0.000246842883037246,0.00316352627401722,0.00195274479638764,"Kcnb1/Ppp3ca/Prkce/Vsnl1/Zbtb20",5
"GO:0014047","glutamate secretion","3/84","42/28928",0.0714285714285714,24.5986394557823,8.25907679321671,0.000249844288789788,0.00318246780049919,0.00196443680210199,"Grin2b/Ntrk2/Pak1",3
"GO:1903169","regulation of calcium ion transmembrane transport","5/84","193/28928",0.0259067357512953,8.92178633111276,5.95881325905297,0.000252835287365571,0.00320104797155563,0.00197590575453158,"Hpca/Ppp3ca/Ppp3r1/Prkce/Ptk2b",5
"GO:0071331","cellular response to hexose stimulus","5/84","195/28928",0.0256410256410256,8.83028083028083,5.92062772848718,0.000265151436837588,0.00333675512984169,0.00205967349477517,"Kcnb1/Ppp3ca/Prkce/Vsnl1/Zbtb20",5
"GO:0051968","positive regulation of synaptic transmission, glutamatergic","3/84","43/28928",0.0697674418604651,24.0265780730897,8.15438181117962,0.000268021031036448,0.00335267026248587,0.00206949740321241,"Grin2b/Ntrk2/Ptk2b",3
"GO:0071326","cellular response to monosaccharide stimulus","5/84","197/28928",0.0253807106598985,8.74063330916123,5.88298625699671,0.00027791834777591,0.00345578231252307,0.00213314521319229,"Kcnb1/Ppp3ca/Prkce/Vsnl1/Zbtb20",5
"GO:0031338","regulation of vesicle fusion","3/84","44/28928",0.0681818181818182,23.4805194805195,8.05318378034451,0.000287030985564227,0.00352710428731571,0.00217717001434166,"Cplx1/Cplx2/Syt5",3
"GO:0106056","regulation of calcineurin-mediated signaling","3/84","44/28928",0.0681818181818182,23.4805194805195,8.05318378034451,0.000287030985564227,0.00352710428731571,0.00217717001434166,"Ppp3ca/Ppp3r1/Slc8a2",3
"GO:0033674","positive regulation of kinase activity","6/84","310/28928",0.0193548387096774,6.66543778801843,5.41200612659669,0.000290939873185831,0.00355423038061522,0.00219391409450689,"Lrrk2/Pak1/Prox1/Ptk2b/Rasgrp1/Slc8a2",6
"GO:0046777","protein autophosphorylation","5/84","201/28928",0.0248756218905473,8.56669035773514,5.80928189549375,0.00030484803294892,0.00370248570250171,0.0022854274195987,"Epha7/Lrrk2/Ntrk2/Pak1/Ptk2b",5
"GO:0046928","regulation of neurotransmitter secretion","4/84","111/28928",0.036036036036036,12.4101244101244,6.49966664762198,0.000312787054118923,0.00377694887892734,0.00233139118524905,"Lrrk2/Ntrk2/Ppfia2/Syt5",4
"GO:0071248","cellular response to metal ion","5/84","203/28928",0.0246305418719212,8.48228946751114,5.77319335942563,0.000319032873534901,0.0038302280046805,0.00236427870586965,"Hpca/Itpka/Kcnb1/Lrrk2/Neurod2",5
"GO:0008154","actin polymerization or depolymerization","5/84","204/28928",0.0245098039215686,8.44070961718021,5.75533460825651,0.000326310174119808,0.0038952111642073,0.00240439075667227,"Nckap1/Prkce/Ptk2b/Tmsb10/Tmsb4x",5
"GO:0051047","positive regulation of secretion","7/84","451/28928",0.0155210643015521,5.34515890613452,5.01892163027719,0.000344535685922449,0.00408940368120453,0.00252425966061603,"Grin2b/Kcnb1/Nnat/Ppp3ca/Prkce/Snap25/Vsnl1",7
"GO:0071322","cellular response to carbohydrate stimulus","5/84","209/28928",0.0239234449760766,8.23877876509455,5.66783746149494,0.000364602065367917,0.00428594460385864,0.00264557816115836,"Kcnb1/Ppp3ca/Prkce/Vsnl1/Zbtb20",5
"GO:0031547","brain-derived neurotrophic factor receptor signaling pathway","2/84","10/28928",0.2,68.8761904761905,11.5850238022352,0.00036930111474129,0.00428594460385864,0.00264557816115836,"Atp1a3/Ntrk2",2
"GO:0099562","maintenance of postsynaptic density structure","2/84","10/28928",0.2,68.8761904761905,11.5850238022352,0.00036930111474129,0.00428594460385864,0.00264557816115836,"Dgkz/Shank1",2
"GO:1900454","positive regulation of long-term synaptic depression","2/84","10/28928",0.2,68.8761904761905,11.5850238022352,0.00036930111474129,0.00428594460385864,0.00264557816115836,"Kcnb1/Stau2",2
"GO:0009268","response to pH","3/84","48/28928",0.0625,21.5238095238095,7.67968836405577,0.000371724087227005,0.00429022993490173,0.00264822336058785,"Kcnma1/Pam/Sst",3
"GO:0001678","intracellular glucose homeostasis","5/84","211/28928",0.023696682464455,8.16068607537802,5.63365082235804,0.00038083471688612,0.00437122925041266,0.00269822167834296,"Kcnb1/Ppp3ca/Prkce/Vsnl1/Zbtb20",5
"GO:0021543","pallium development","5/84","213/28928",0.0234741784037559,8.08405991504583,5.59991215660483,0.000397608104467445,0.00453881601219942,0.00280166769038033,"Atp1a3/Gria1/Ntrk2/Prox1/Tbr1",5
"GO:0043254","regulation of protein-containing complex assembly","7/84","463/28928",0.0151187904967603,5.20662347012239,4.92415981217988,0.000403180705111769,0.00457741572270916,0.00282549407186451,"Napb/Nckap1/Pak1/Prkce/Ptk2b/Tmsb10/Tmsb4x",7
"GO:0043523","regulation of neuron apoptotic process","6/84","331/28928",0.0181268882175227,6.24255502805352,5.17678769219031,0.000412089765583351,0.00465327308272227,0.00287231842298495,"Epha7/Kcnb1/Kcnma1/Nrp1/Ntrk2/Ptk2b",6
"GO:0099601","regulation of neurotransmitter receptor activity","3/84","50/28928",0.06,20.6628571428571,7.50951116714134,0.000419483076800296,0.00469874340946889,0.00290038581874953,"Arc/Shank1/Shisa6",3
"GO:0032024","positive regulation of insulin secretion","4/84","120/28928",0.0333333333333333,11.4793650793651,6.20772738962315,0.000420615135266004,0.00469874340946889,0.00290038581874953,"Nnat/Prkce/Snap25/Vsnl1",4
"GO:0043279","response to alkaloid","4/84","121/28928",0.0330578512396694,11.3844942935852,6.17721359021418,0.000434040094566355,0.00482292424228254,0.00297703872252959,"Arc/Gria1/Prkce/Ptk2b",4
"GO:0031345","negative regulation of cell projection organization","5/84","218/28928",0.0229357798165138,7.89864569681084,5.5174586719324,0.000441984441686572,0.00488521427874735,0.00301548839357311,"Epha7/Grin2b/Lrrk2/Nrp1/Ppp3ca",5
"GO:0098937","anterograde dendritic transport","2/84","11/28928",0.181818181818182,62.6147186147186,11.0298039199445,0.000450516438955282,0.00492737613077269,0.00304151357244541,"Kif5a/Stau2",2
"GO:0098976","excitatory chemical synaptic transmission","2/84","11/28928",0.181818181818182,62.6147186147186,11.0298039199445,0.000450516438955282,0.00492737613077269,0.00304151357244541,"Pvalb/Shisa6",2
"GO:0001654","eye development","7/84","473/28928",0.0147991543340381,5.09654686398872,4.84766723456936,0.000457935157912404,0.00495661422217104,0.00305956132229449,"Hcn1/Hpca/Nfib/Nrp1/Ntrk2/Prox1/Stau2",7
"GO:0006816","calcium ion transport","7/84","473/28928",0.0147991543340381,5.09654686398872,4.84766723456936,0.000457935157912404,0.00495661422217104,0.00305956132229449,"Grin2b/Hpca/Ppp3ca/Ppp3r1/Prkce/Ptk2b/Slc8a2",7
"GO:0048489","synaptic vesicle transport","3/84","52/28928",0.0576923076923077,19.8681318681319,7.34895614059024,0.000471014654608799,0.00507190522411228,0.00313072681441009,"Kif5a/Lin7a/Lrrk2",3
"GO:0150063","visual system development","7/84","476/28928",0.0147058823529412,5.06442577030812,4.82513945856143,0.000475471508279472,0.00509364092715804,0.00314414357701675,"Hcn1/Hpca/Nfib/Nrp1/Ntrk2/Prox1/Stau2",7
"GO:0050905","neuromuscular process","5/84","222/28928",0.0225225225225225,7.75632775632776,5.45336358530022,0.000480096486766101,0.0051124632776346,0.00315576201914912,"Atp1a3/Grin2b/Kcnma1/Rbfox1/Shank1",5
"GO:0050708","regulation of protein secretion","6/84","341/28928",0.0175953079178886,6.05948889819858,5.07181195829323,0.00048212315255817,0.0051124632776346,0.00315576201914912,"Kcnb1/Nnat/Ppp3ca/Prkce/Snap25/Vsnl1",6
"GO:0071868","cellular response to monoamine stimulus","3/84","53/28928",0.0566037735849057,19.4932614555256,7.27200293411287,0.000498232818328277,0.00523019275119483,0.00322843270273547,"Aplp1/Gna14/Lrrk2",3
"GO:0071870","cellular response to catecholamine stimulus","3/84","53/28928",0.0566037735849057,19.4932614555256,7.27200293411287,0.000498232818328277,0.00523019275119483,0.00322843270273547,"Aplp1/Gna14/Lrrk2",3
"GO:0048880","sensory system development","7/84","483/28928",0.0144927536231884,4.99102829537612,4.77330296842149,0.000518481555611301,0.00538891570618292,0.0033264073669467,"Hcn1/Hpca/Nfib/Nrp1/Ntrk2/Prox1/Stau2",7
"GO:0098659","inorganic cation import across plasma membrane","4/84","127/28928",0.031496062992126,10.8466441694788,6.00136330217254,0.000521091896911896,0.00538891570618292,0.0033264073669467,"Atp1a3/Ppp3ca/Ppp3r1/Slc8a2",4
"GO:0099587","inorganic ion import across plasma membrane","4/84","127/28928",0.031496062992126,10.8466441694788,6.00136330217254,0.000521091896911896,0.00538891570618292,0.0033264073669467,"Atp1a3/Ppp3ca/Ppp3r1/Slc8a2",4
"GO:0021879","forebrain neuron differentiation","3/84","54/28928",0.0555555555555556,19.1322751322751,7.19712924046062,0.000526439014559732,0.00541739458825261,0.00334398648086944,"Nrp1/Prox1/Tbr1",3
"GO:0046883","regulation of hormone secretion","6/84","348/28928",0.0172413793103448,5.9376026272578,5.00078568371509,0.000536431502895921,0.00541934770403024,0.00334519207751734,"Kcnb1/Nnat/Ppp3ca/Prkce/Snap25/Vsnl1",6
"GO:0042989","sequestering of actin monomers","2/84","12/28928",0.166666666666667,57.3968253968254,10.5448345601723,0.000539599962871369,0.00541934770403024,0.00334519207751734,"Tmsb10/Tmsb4x",2
"GO:0048012","hepatocyte growth factor receptor signaling pathway","2/84","12/28928",0.166666666666667,57.3968253968254,10.5448345601723,0.000539599962871369,0.00541934770403024,0.00334519207751734,"Nrp1/Pak1",2
"GO:0099519","dense core granule cytoskeletal transport","2/84","12/28928",0.166666666666667,57.3968253968254,10.5448345601723,0.000539599962871369,0.00541934770403024,0.00334519207751734,"Kif5a/Ppfia2",2
"GO:1990416","cellular response to brain-derived neurotrophic factor stimulus","2/84","12/28928",0.166666666666667,57.3968253968254,10.5448345601723,0.000539599962871369,0.00541934770403024,0.00334519207751734,"Gria1/Ntrk2",2
"GO:0014075","response to amine","3/84","55/28928",0.0545454545454545,18.7844155844156,7.12424071514031,0.000555647894545574,0.0055538203430895,0.00342819778805504,"Atp1a3/Gria1/Ppp3ca",3
"GO:0016482","cytosolic transport","4/84","131/28928",0.0305343511450382,10.5154489276627,5.89053722201852,0.00058560768887812,0.00580042988900992,0.00358042206748994,"Kif5a/Lrrk2/Ppfia2/Rab6b",4
"GO:1903170","negative regulation of calcium ion transmembrane transport","3/84","56/28928",0.0535714285714286,18.4489795918367,7.05324892038377,0.000585873961982333,0.00580042988900992,0.00358042206748994,"Ppp3ca/Ppp3r1/Prkce",3
"GO:0045859","regulation of protein kinase activity","7/84","494/28928",0.01417004048583,4.87989203778677,4.69383407430969,0.000592291116808536,0.00583630256138223,0.00360256513451071,"Dusp1/Lrrk2/Pak1/Prox1/Ptk2b/Rasgrp1/Slc8a2",7
"GO:0051588","regulation of neurotransmitter transport","4/84","132/28928",0.0303030303030303,10.4357864357864,5.86357633364764,0.00060258306755554,0.00590984050762218,0.00364795778480621,"Lrrk2/Ntrk2/Ppfia2/Syt5",4
"GO:0032941","secretion by tissue","3/84","57/28928",0.0526315789473684,18.125313283208,6.98407085747117,0.00061713157388366,0.00599528459543105,0.00370069972003882,"Kcnma1/Ppp3ca/Prkce",3
"GO:0097720","calcineurin-mediated signaling","3/84","57/28928",0.0526315789473684,18.125313283208,6.98407085747117,0.00061713157388366,0.00599528459543105,0.00370069972003882,"Ppp3ca/Ppp3r1/Slc8a2",3
"GO:1901890","positive regulation of cell junction assembly","4/84","133/28928",0.0300751879699248,10.3573218761189,5.83690258437171,0.000619904965348543,0.00599528459543105,0.00370069972003882,"Cux2/Nrp1/Ntrk2/Stau2",4
"GO:0051656","establishment of organelle localization","7/84","500/28928",0.014,4.82133333333333,4.65147154815222,0.000635940927172847,0.00609936637572883,0.00376494611386351,"Cplx2/Kif5a/Lin7a/Lrrk2/Ppfia2/Rasgrp1/Snap25",7
"GO:1905665","positive regulation of calcium ion import across plasma membrane","2/84","13/28928",0.153846153846154,52.981684981685,10.1163542349871,0.000636506400147863,0.00609936637572883,0.00376494611386351,"Ppp3ca/Ppp3r1",2
"GO:0071869","response to catecholamine","3/84","58/28928",0.0517241379310345,17.8128078817734,6.91662854355435,0.000649434941439299,0.00619483832267897,0.0038238779296474,"Aplp1/Gna14/Lrrk2",3
"GO:0021761","limbic system development","4/84","135/28928",0.0296296296296296,10.2038800705467,5.78439542627518,0.000655604249283243,0.00622526034887589,0.00384265648503336,"Nrp1/Pak1/Prox1/Tbr1",4
"GO:0070371","ERK1 and ERK2 cascade","6/84","362/28928",0.0165745856353591,5.70797158642462,4.86437446292173,0.000659269971189294,0.0062317419448617,0.00384665736940646,"Atp1a3/Dusp1/Epha7/Nrp1/Ptk2b/Rasgrp1",6
"GO:0048511","rhythmic process","6/84","364/28928",0.0164835164835165,5.67660910518053,4.84546931762078,0.000678463440837102,0.00631369584809619,0.00389724492399679,"Atp1a3/Btbd9/Grin2b/Kcnma1/Ntrk2/Prox1",6
"GO:0051347","positive regulation of transferase activity","6/84","364/28928",0.0164835164835165,5.67660910518053,4.84546931762078,0.000678463440837102,0.00631369584809619,0.00389724492399679,"Lrrk2/Pak1/Prox1/Ptk2b/Rasgrp1/Slc8a2",6
"GO:0030838","positive regulation of actin filament polymerization","3/84","59/28928",0.0508474576271186,17.5108958837772,6.85084862805969,0.000682798130870019,0.00631369584809619,0.00389724492399679,"Nckap1/Prkce/Ptk2b",3
"GO:0097106","postsynaptic density organization","3/84","59/28928",0.0508474576271186,17.5108958837772,6.85084862805969,0.000682798130870019,0.00631369584809619,0.00389724492399679,"Dgkz/Ptk2b/Shank1",3
